# w_1 w_2 VF 
8.986045567525833278e+00 5.146570008961210974e+00 -9.247969690235551710e+00
8.067416241315919834e+00 1.666417384341039920e+00 -1.349219715954586896e+01
5.487099413990810248e+00 8.491958967343414599e+00 -1.290693333194214532e+00
9.184798098452361614e+00 4.326395747595261909e+00 -1.076261101802174558e+01
1.392320969571979872e-01 9.479135279429566907e+00 -3.348752440516365780e+00
1.134827101694974916e+00 5.823265050473662718e+00 3.205153843255157398e-01
9.531305240432445203e+00 7.647117864953573374e+00 -8.125217083210374724e+00
5.562562528868752132e+00 1.821361871307378699e+00 -8.148778425641468814e+00
7.031805998331751573e-01 2.854538480417780466e+00 5.611819682408150101e-01
8.702265895920229255e+00 4.481330739042133082e+00 -9.515544110571683589e+00
7.505370718369079874e+00 3.055528284756184654e+00 -9.561827590801842192e+00
3.600341236002441381e+00 1.768412141405393490e+00 -4.337396165316933505e+00
5.077823824447558199e-01 2.074426131385561867e+00 -2.384571064076244085e-01
9.966363335246176958e-02 5.129460606869177930e+00 -1.321061952823585628e+00
7.255765521757298941e+00 4.522265082294337546e+00 -6.558906808195390070e+00
5.663963293286866651e+00 1.015725601470517103e-01 -1.175831672639742642e+01
5.518002502772506368e+00 6.135139584416076097e+00 -1.327594224191672723e+00
2.305315081550951550e+00 1.895403059351294495e+00 -1.994753966072495999e+00
