# w_1 w_2 VF 
5.052547149037264873e+00 7.311442338246529893e+00 -9.883132521008537452e-01
1.102553076548451250e+00 6.390212111820661178e+00 -1.318548790968652185e-01
3.790429066363595556e+00 3.419131525176144049e+00 -1.336184334697465559e+00
7.466860023801588087e-01 2.964372991373903421e+00 2.551427354737807462e-01
3.896624549844731611e+00 3.268300960377923836e+00 -1.846411322021596746e+00
4.359658723076809572e+00 3.137522013043231528e+00 -3.112861758232613241e+00
5.475340200688457948e+00 6.333618731551005965e+00 -1.369360215370763356e+00
1.622215213270534528e+00 9.612174675455726458e+00 -1.508611631619716675e+00
6.020512454262376245e+00 6.997442746130678515e+00 -1.889922277201550926e+00
6.797844791316093094e+00 4.490838470844641606e+00 -5.865081748524973548e+00
8.580336158895804033e+00 8.229378251915518305e+00 -5.987632494878200262e+00
2.264067302511736823e+00 4.623055969968223877e+00 1.004120429199245379e+00
7.796789070504794417e+00 7.022001308723590185e+00 -5.059275330156198791e+00
2.039561858744464384e+00 6.854253734851798896e+00 7.087708301569346503e-01
8.446369329673206749e+00 5.907736260885696034e+00 -7.495187252719917481e+00
7.999386356119257968e+00 4.644330868592693840e+00 -8.030937152921980626e+00
3.803436517500522474e+00 7.640010843912044436e+00 3.711338565517330323e-02
7.131852931326214673e+00 8.564073353046969928e+00 -3.407165031627302554e+00
5.686689846198985876e+00 8.616724232479020529e+00 -1.671014002899029904e+00
1.600740119682103835e+00 4.171786077469877618e+00 8.455213713586982038e-01
9.463623994916634530e-01 1.697251698530248820e+00 -1.374778222361801028e-01
3.469176524843859966e+00 9.290393288115602388e+00 -3.281662035842618508e-01
4.538839527706681309e+00 4.430262112969407085e+00 -1.403686636711428903e+00
8.463312763823891416e-01 7.610041565839166466e+00 -1.065067774037744996e+00
5.361442582905435295e+00 2.658625295570467895e+00 -6.161809735873250204e+00
5.109990805554559756e+00 8.654358742898704548e+00 -1.062215470796219918e+00
7.351247862590844839e+00 3.675560002728214481e+00 -8.150536716264470627e+00
4.941735362187258396e+00 9.141277035889864067e+00 -1.069110004560572591e+00
1.972331729605490525e+00 6.374764189416509019e+00 7.992368778814107344e-01
9.298515473706983059e+00 7.496137420085458913e+00 -7.820654583319084807e+00
3.379604377378058189e+00 4.497574917105981562e+00 5.000950750145403134e-01
6.762907539074849872e+00 9.385078717941203408e+00 -3.162814815497769771e+00
5.934466605774307624e+00 9.784239194079376034e+00 -2.596706919501231781e+00
3.131363660589878695e-01 8.735449374214519835e+00 -2.654818378410711333e+00
6.870131703198019579e+00 8.903731879398577576e+00 -3.128184740779035522e+00
6.771898624552026291e+00 5.470096955524707205e+00 -4.660352112778129552e+00
6.946338808033857504e+00 9.548439528749360861e+00 -3.443815061476927397e+00
4.146048890678023291e+00 4.669697662035776631e+00 -3.934015652212128344e-01
2.556295623825068475e+00 5.696965816814653749e+00 8.891335585394681829e-01
2.355671357397080001e+00 3.909429568851840564e+00 1.128876627661155041e+00
5.854361192180460804e+00 8.101238832175742033e+00 -1.780087293609541987e+00
5.055887971339849685e+00 5.495823489627020386e+00 -1.247004131728319365e+00
5.093469824460418849e+00 1.295819924709191717e+00 -8.348095383092188015e+00
4.943343087107551215e-01 3.409055598928247388e+00 -3.654725116484787151e-01
3.934399539977515570e-01 7.687529509473118416e+00 -1.901222468251946296e+00
1.310704199243168944e-01 7.824089530322178021e+00 -2.470039187144722703e+00
1.704667127555146156e-01 4.776744904789797630e+00 -1.412885030880717707e+00
1.435966272272960476e+00 3.970490154493537815e+00 7.927692087487212547e-01
5.299002641828738369e-01 1.596981329191427657e+00 -5.244220026033890036e-01
2.481629170444574761e+00 9.294062963816887901e+00 -2.014220496639627100e-01
3.219344667397480014e-02 4.918616889415924120e+00 -1.771418775466374385e+00
3.104414447362496166e+00 8.116515205231374708e+00 3.916841557147545672e-01
3.965681412575747355e+00 5.602773530420647852e+00 1.091565935730596237e-01
8.183299082280459658e+00 4.840764792898680113e+00 -8.159095131671167067e+00
6.351994542811246092e+00 3.581128432483735136e+00 -6.302629075176811924e+00
4.897008093336476797e+00 5.317437783056094602e+00 -1.114891168095711649e+00
2.089754183929682707e+00 4.260645712629176352e+00 1.030013600751770397e+00
8.212955737123094124e+00 8.380223522590677376e+00 -5.215853179800435058e+00
7.977039788429234335e-01 6.280634376413441800e+00 -6.244811896613118307e-01
5.200040208472739067e+00 6.108240797937969369e+00 -1.114683167519617157e+00
3.045283492157461858e+00 6.580837208973719932e+00 6.463332031980808523e-01
3.309803314444237810e+00 9.267655527807256988e+00 -2.424703855303977917e-01
5.260194995908943127e+00 5.530397798101946094e+00 -1.572983019916138758e+00
1.109263555821079494e+00 1.797918736341518331e+00 1.265986469297608608e-02
3.803874437773554273e+00 8.700215527528298409e+00 -1.039364168100309627e-01
1.557415209323770311e+00 1.846105827741173711e+00 -4.122053463888750713e-01
5.487313335076091647e+00 3.628187948680849928e+00 -4.540423110574922205e+00
3.913426344114021127e+00 9.914903940637836977e-01 -6.589943623448563770e+00
6.314428111128250087e+00 4.169336401258173730e+00 -5.300587914744030016e+00
4.105609221037963330e+00 9.113097550987323103e+00 -4.362830013251386418e-01
5.315296866839167578e+00 4.805557367286931836e+00 -2.496904174549856137e+00
3.465988187096210815e+00 9.330435844775758270e+00 -3.695830505857902182e-01
2.802680353769619437e+00 6.546168722615300695e+00 7.634017132859280963e-01
5.018968311671595295e+00 5.077952755910812854e+00 -1.571690421369568824e+00
6.310385352464850328e+00 3.322040288863590263e+00 -6.704546017380382139e+00
2.367743990332640713e+00 6.216497186269070774e+00 8.999982672630704172e-01
6.596437792491146368e+00 8.238707560131635077e+00 -2.681711199482380792e+00
9.337477709926521596e-01 8.096021420942429714e+00 -1.145092686238060153e+00
6.280171157513086966e-01 1.632431128796993480e+00 -3.757956118224701214e-01
2.002458053004518845e+00 6.685867030880125128e+00 7.420458071501325747e-01
7.089996561074728199e+00 7.966156588438007446e+00 -3.305484126364719444e+00
6.994310076188526182e+00 9.102746296504745871e+00 -3.325455258030162398e+00
4.044814433442263102e+00 2.284371189226469312e+00 -4.250235851979597967e+00
6.830212948322381017e+00 2.906234532589522690e+00 -8.575285345636077139e+00
9.096958201899044028e+00 9.842416842712005121e+00 -6.794178952691256157e+00
5.942246368692979175e+00 8.760869600576889127e+00 -1.996622052900422162e+00
4.059532067231120145e+00 1.824097175158547468e-01 -8.464174758231822082e+00
3.838131327662463121e+00 4.035822316266306053e+00 -5.137937383242405787e-01
1.090840979218475448e+00 5.973081622938169133e+00 -5.489973542355031100e-03
3.315770993964847424e+00 2.562784425212571993e+00 -2.186155870880613250e+00
5.497061774620275010e+00 7.792748749799939922e+00 -1.409597568585015281e+00
5.287177004281851112e+00 7.382937643053989696e+00 -1.195514202621781763e+00
5.027677550095488446e-01 6.894099153088711240e+00 -1.412005367539679312e+00
5.572305105266335268e+00 2.399464829945039401e+00 -7.101855864279061237e+00
4.611761696567357127e+00 2.228742523697285538e+00 -5.512808710147512059e+00
4.909289604356167125e+00 7.677855749558784026e+00 -8.911649754427362069e-01
1.721102241208394279e+00 6.251985825245465200e+00 6.634423552895878373e-01
